run_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	library_strategy	read_count	base_count	fastq_ftp	submitted_ftp	submitted_format	sra_ftp	sample_alias	host	collection_date
SRR9224518	SAMN11950214	SRX5994888	SRR9224518	408170	human gut metagenome	WGS	10480866	1975987756	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224518/SRR9224518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224518/SRR9224518_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224518	am-0156_MG	am	2015-12-11
SRR9224517	SAMN11950215	SRX5994889	SRR9224517	408170	human gut metagenome	WGS	7322001	1369339493	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224517/SRR9224517_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224517/SRR9224517_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224517	am-0157_MG	am	2015-12-12
SRR9224520	SAMN11950216	SRX5994886	SRR9224520	408170	human gut metagenome	WGS	9569446	1761530300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224520/SRR9224520_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224520/SRR9224520_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224520	am-0158_MG	am	2015-12-13
SRR9224519	SAMN11950217	SRX5994887	SRR9224519	408170	human gut metagenome	WGS	7086750	1307815694	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224519/SRR9224519_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224519/SRR9224519_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224519	am-0159_MG	am	2015-12-15
SRR9224522	SAMN11950218	SRX5994884	SRR9224522	408170	human gut metagenome	WGS	5659861	1023648663	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224522/SRR9224522_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224522/SRR9224522_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224522	am-0160_MG	am	2015-12-16
SRR9224521	SAMN11950219	SRX5994885	SRR9224521	408170	human gut metagenome	WGS	5233109	987956434	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224521/SRR9224521_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224521/SRR9224521_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224521	am-0161_MG	am	2015-12-18
SRR9224061	SAMN11950220	SRX5994782	SRR9224061	408170	human gut metagenome	WGS	8169147	1534173001	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224061/SRR9224061_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224061/SRR9224061_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224061	am-0162_MG	am	2015-12-21
SRR9224062	SAMN11950221	SRX5994781	SRR9224062	408170	human gut metagenome	WGS	6280019	1168042936	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224062/SRR9224062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224062/SRR9224062_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224062	am-0163_MG	am	2015-12-22
SRR9224063	SAMN11950222	SRX5994780	SRR9224063	408170	human gut metagenome	WGS	8500001	1597992628	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224063/SRR9224063_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224063/SRR9224063_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224063	am-0164_MG	am	2015-12-29
SRR9224064	SAMN11950223	SRX5994779	SRR9224064	408170	human gut metagenome	WGS	5170589	966152173	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224064/SRR9224064_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224064/SRR9224064_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224064	am-0165_MG	am	2015-12-30
SRR9224336	SAMN11950224	SRX5994507	SRR9224336	408170	human gut metagenome	WGS	5447658	986428914	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224336/SRR9224336_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224336/SRR9224336_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224336	am-0166_MG	am	2015-12-31
SRR9224337	SAMN11950225	SRX5994506	SRR9224337	408170	human gut metagenome	WGS	3630066	684623254	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224337/SRR9224337_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224337/SRR9224337_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224337	am-0167_MG	am	2016-01-04
SRR9224338	SAMN11950226	SRX5994505	SRR9224338	408170	human gut metagenome	WGS	5204119	985015630	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224338/SRR9224338_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224338/SRR9224338_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224338	am-0168_MG	am	2016-01-05
SRR9224339	SAMN11950227	SRX5994504	SRR9224339	408170	human gut metagenome	WGS	6322413	1214603777	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224339/SRR9224339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224339/SRR9224339_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224339	am-0169_MG	am	2016-01-06
SRR9224053	SAMN11950228	SRX5994790	SRR9224053	408170	human gut metagenome	WGS	9270126	1728772949	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224053/SRR9224053_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224053/SRR9224053_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224053	am-0171_MG	am	2016-01-11
SRR9224054	SAMN11950229	SRX5994789	SRR9224054	408170	human gut metagenome	WGS	11306270	2076009981	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224054/SRR9224054_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224054/SRR9224054_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224054	am-0172_MG	am	2016-01-12
SRR9224214	SAMN11950230	SRX5994629	SRR9224214	408170	human gut metagenome	WGS	7683939	1441633851	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224214/SRR9224214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224214/SRR9224214_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224214	am-0173_MG	am	2016-01-13
SRR9224213	SAMN11950231	SRX5994630	SRR9224213	408170	human gut metagenome	WGS	5040623	960798324	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224213/SRR9224213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224213/SRR9224213_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224213	am-0174_MG	am	2016-02-18
SRR9224212	SAMN11950232	SRX5994631	SRR9224212	408170	human gut metagenome	WGS	6914258	1318333506	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224212/SRR9224212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224212/SRR9224212_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224212	am-0175_MG	am	2016-02-20
SRR9224211	SAMN11950233	SRX5994632	SRR9224211	408170	human gut metagenome	WGS	4597716	861624580	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224211/SRR9224211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224211/SRR9224211_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224211	am-0176_MG	am	2016-02-23
SRR9224210	SAMN11950234	SRX5994633	SRR9224210	408170	human gut metagenome	WGS	11347203	2142254027	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224210/SRR9224210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224210/SRR9224210_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224210	am-0177_MG	am	2016-02-24
SRR9224209	SAMN11950235	SRX5994634	SRR9224209	408170	human gut metagenome	WGS	8518387	1630445571	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224209/SRR9224209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224209/SRR9224209_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224209	am-0178_MG	am	2016-02-25
SRR9224208	SAMN11950236	SRX5994635	SRR9224208	408170	human gut metagenome	WGS	10475440	1952801352	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224208/SRR9224208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224208/SRR9224208_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224208	am-0179_MG	am	2016-02-27
SRR9224207	SAMN11950237	SRX5994636	SRR9224207	408170	human gut metagenome	WGS	6513526	1247089032	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224207/SRR9224207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224207/SRR9224207_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224207	am-0180_MG	am	2016-03-01
SRR9224217	SAMN11950238	SRX5994626	SRR9224217	408170	human gut metagenome	WGS	10963947	2083109866	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224217/SRR9224217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224217/SRR9224217_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224217	am-0181_MG	am	2016-03-03
SRR9224216	SAMN11950239	SRX5994627	SRR9224216	408170	human gut metagenome	WGS	7579793	1447363169	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224216/SRR9224216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224216/SRR9224216_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224216	am-0182_MG	am	2016-03-04
SRR9224271	SAMN11950240	SRX5994572	SRR9224271	408170	human gut metagenome	WGS	8843804	1687498561	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224271/SRR9224271_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224271/SRR9224271_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224271	am-0183_MG	am	2016-03-05
SRR9224272	SAMN11950241	SRX5994571	SRR9224272	408170	human gut metagenome	WGS	8429032	1621905919	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224272/SRR9224272_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224272/SRR9224272_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224272	am-0184_MG	am	2016-03-06
SRR9224269	SAMN11950242	SRX5994574	SRR9224269	408170	human gut metagenome	WGS	7760722	1500710555	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224269/SRR9224269_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224269/SRR9224269_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224269	am-0185_MG	am	2016-03-07
SRR9224270	SAMN11950243	SRX5994573	SRR9224270	408170	human gut metagenome	WGS	8587667	1659020422	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224270/SRR9224270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224270/SRR9224270_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224270	am-0186_MG	am	2016-03-08
SRR9224267	SAMN11950244	SRX5994576	SRR9224267	408170	human gut metagenome	WGS	8392427	1626918324	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224267/SRR9224267_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224267/SRR9224267_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224267	am-0187_MG	am	2016-03-09
SRR9224268	SAMN11950245	SRX5994575	SRR9224268	408170	human gut metagenome	WGS	8068685	1570901563	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224268/SRR9224268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224268/SRR9224268_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224268	am-0188_MG	am	2016-03-10
SRR9224265	SAMN11950246	SRX5994578	SRR9224265	408170	human gut metagenome	WGS	7715020	1497992395	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224265/SRR9224265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224265/SRR9224265_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224265	am-0189_MG	am	2016-03-12
SRR9224266	SAMN11950247	SRX5994577	SRR9224266	408170	human gut metagenome	WGS	8125740	1583289537	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224266/SRR9224266_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224266/SRR9224266_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224266	am-0190_MG	am	2016-03-15
SRR9224389	SAMN11950248	SRX5995017	SRR9224389	408170	human gut metagenome	WGS	6314957	1228227060	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224389/SRR9224389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224389/SRR9224389_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224389	am-0192_MG	am	2016-03-17
SRR9224264	SAMN11950249	SRX5994579	SRR9224264	408170	human gut metagenome	WGS	8508534	1624827374	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224264/SRR9224264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224264/SRR9224264_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224264	am-0194_MG	am	2016-03-22
SRR9224445	SAMN11950250	SRX5994961	SRR9224445	408170	human gut metagenome	WGS	10826730	2081793069	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224445/SRR9224445_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224445/SRR9224445_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224445	am-0195_MG	am	2016-03-23
SRR9224444	SAMN11950251	SRX5994962	SRR9224444	408170	human gut metagenome	WGS	8230129	1589926248	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224444/SRR9224444_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224444/SRR9224444_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224444	am-0196_MG	am	2016-03-24
SRR9224447	SAMN11950252	SRX5994959	SRR9224447	408170	human gut metagenome	WGS	9023721	1754493334	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224447/SRR9224447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224447/SRR9224447_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224447	am-0197_MG	am	2016-03-25
SRR9224446	SAMN11950253	SRX5994960	SRR9224446	408170	human gut metagenome	WGS	8221748	1564238561	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224446/SRR9224446_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224446/SRR9224446_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224446	am-0198_MG	am	2016-03-28
SRR9224441	SAMN11950254	SRX5994965	SRR9224441	408170	human gut metagenome	WGS	11267134	2190592816	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224441/SRR9224441_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224441/SRR9224441_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224441	am-0199_MG	am	2016-03-29
SRR9224440	SAMN11950255	SRX5994966	SRR9224440	408170	human gut metagenome	WGS	8633415	1680661605	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224440/SRR9224440_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224440/SRR9224440_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224440	am-0200_MG	am	2016-03-30
SRR9224220	SAMN11950256	SRX5994623	SRR9224220	408170	human gut metagenome	WGS	8139768	1583075303	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224220/SRR9224220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224220/SRR9224220_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224220	am-0201_MG	am	2016-03-31
SRR9224219	SAMN11950257	SRX5994624	SRR9224219	408170	human gut metagenome	WGS	8528162	1667159944	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224219/SRR9224219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224219/SRR9224219_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224219	am-0202_MG	am	2016-04-05
SRR9224218	SAMN11950258	SRX5994625	SRR9224218	408170	human gut metagenome	WGS	8119997	1570802657	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224218/SRR9224218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224218/SRR9224218_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224218	am-0203_MG	am	2016-04-07
SRR9224436	SAMN11950259	SRX5994970	SRR9224436	408170	human gut metagenome	WGS	8551542	1673150721	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224436/SRR9224436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224436/SRR9224436_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224436	am-0204_MG	am	2016-04-08
SRR9224497	SAMN11950260	SRX5994909	SRR9224497	408170	human gut metagenome	WGS	9054879	1755400873	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224497/SRR9224497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/007/SRR9224497/SRR9224497_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/007/SRR9224497	am-0205_MG	am	2016-04-09
SRR9224498	SAMN11950261	SRX5994908	SRR9224498	408170	human gut metagenome	WGS	11052707	2139691156	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224498/SRR9224498_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/008/SRR9224498/SRR9224498_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/008/SRR9224498	am-0206_MG	am	2016-04-12
SRR9224499	SAMN11950262	SRX5994907	SRR9224499	408170	human gut metagenome	WGS	12999347	2471170645	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224499/SRR9224499_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224499/SRR9224499_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224499	am-0207_MG	am	2016-04-13
SRR9224500	SAMN11950263	SRX5994906	SRR9224500	408170	human gut metagenome	WGS	9983015	1911784086	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224500/SRR9224500_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224500/SRR9224500_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224500	am-0208_MG	am	2016-04-14
SRR9224493	SAMN11950264	SRX5994913	SRR9224493	408170	human gut metagenome	WGS	7750090	1499446807	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224493/SRR9224493_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224493/SRR9224493_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224493	am-0209_MG	am	2016-04-15
SRR9224494	SAMN11950265	SRX5994912	SRR9224494	408170	human gut metagenome	WGS	8512898	1616387695	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224494/SRR9224494_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224494/SRR9224494_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224494	am-0210_MG	am	2016-04-19
SRR9224495	SAMN11950266	SRX5994911	SRR9224495	408170	human gut metagenome	WGS	9791785	1901813670	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224495/SRR9224495_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224495/SRR9224495_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224495	am-0211_MG	am	2016-04-22
SRR9224496	SAMN11950267	SRX5994910	SRR9224496	408170	human gut metagenome	WGS	7972802	1550756149	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224496/SRR9224496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224496/SRR9224496_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224496	am-0212_MG	am	2016-04-24
SRR9224501	SAMN11950268	SRX5994905	SRR9224501	408170	human gut metagenome	WGS	1882883	367571801	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224501/SRR9224501_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224501/SRR9224501_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224501	am-0213_MG	am	2016-04-25
SRR9224502	SAMN11950269	SRX5994904	SRR9224502	408170	human gut metagenome	WGS	6390409	1232900521	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224502/SRR9224502_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224502/SRR9224502_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224502	am-0214_MG	am	2016-04-26
SRR9224102	SAMN11950270	SRX5994741	SRR9224102	408170	human gut metagenome	WGS	9138290	1760819920	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224102/SRR9224102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/002/SRR9224102/SRR9224102_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/002/SRR9224102	am-0215_MG	am	2016-04-28
SRR9224101	SAMN11950271	SRX5994742	SRR9224101	408170	human gut metagenome	WGS	9902841	1919160806	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224101/SRR9224101_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/001/SRR9224101/SRR9224101_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/001/SRR9224101	am-0216_MG	am	2016-04-29
SRR9224100	SAMN11950272	SRX5994743	SRR9224100	408170	human gut metagenome	WGS	6913324	1337563353	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224100/SRR9224100_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/000/SRR9224100/SRR9224100_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/000/SRR9224100	am-0217_MG	am	2016-05-02
SRR9224099c	SAMN11950273 SAMN11950274	SRX5994744	SRR9224099 SRR9224106	408170	human gut metagenome	WGS	19480126	3741017753	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224099/SRR9224099_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/009/SRR9224099/SRR9224099_2.fastq.gz ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224106/SRR9224106_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/006/SRR9224106/SRR9224106_2.fastq.gz	0.0	0.0	ftp.sra.ebi.ac.uk/vol1/srr/SRR922/009/SRR9224099 ftp.sra.ebi.ac.uk/vol1/srr/SRR922/006/SRR9224106	am-0218_MG am-0219_MG	am	2016-05-03
SRR9224105	SAMN11950275	SRX5994738	SRR9224105	408170	human gut metagenome	WGS	6889005	1334552441	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224105/SRR9224105_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/005/SRR9224105/SRR9224105_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/005/SRR9224105	am-0220_MG	am	2016-05-04
SRR9224104	SAMN11950276	SRX5994739	SRR9224104	408170	human gut metagenome	WGS	7205075	1370746705	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224104/SRR9224104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/004/SRR9224104/SRR9224104_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/004/SRR9224104	am-0221_MG	am	2016-05-05
SRR9224103	SAMN11950277	SRX5994740	SRR9224103	408170	human gut metagenome	WGS	3479283	679275130	ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224103/SRR9224103_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR922/003/SRR9224103/SRR9224103_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR922/003/SRR9224103	am-0222_MG	am	2016-05-10
